Index,Modification,Speaker,Start Time,End Time,Script
459,수정결과,B,3626430,3640990,우리 국민 여러분 지금 우크라이나 전쟁 상태 때문에 걱정이 정말 많으실 것 같습니다. 그래도 걱정 조금 덜어드린다면 우크라이나와 소련의 관계나 러시아의 관계하고 북한과 우리의 관계는 완전히 다르다
460,인식결과,2,3641830,3649790,세계 최강의 세계 1위의 군사력을 가진 미국과 한국이 유일한 동맹관계로 서로 잘 받쳐주고 있고
460,수정결과,B,3641830,3649790,세계 최강의 세계 1위의 군사력을 가진 미국과 한국이 유일한 동맹관계로 서로 잘 받쳐주고 있고
461,인식결과,2,3650330,3656290,우리 한국의 군사력 규모가 전 세계 6위인 데다가 경제력이 충분하기 때문에
461,수정결과,B,3650330,3656290,우리 한국의 군사력 규모가 전 세계 6위인 데다가 경제력이 충분하기 때문에
462,인식결과,2,3656580,3666240,우리 자체는 걱정할 필요가 없는데 다만 제가 제일 우려하는 것은 전쟁의 위기 군사적 갈등이 커지면서 이 경제에 타격이 너무 크게 온다는 것입니다.
462,수정결과,B,3656580,3666240,우리 자체는 걱정할 필요가 없는데 다만 제가 제일 우려하는 것은 전쟁의 위기 군사적 갈등이 커지면서 이 경제에 타격이 너무 크게 온다는 것입니다.
463,인식결과,2,3667380,3672640,이미 사드 배치 운운하는 바람에 사실 중국에 투자한 업체들 주가가 떨어졌습니다.
463,수정결과,B,3667380,3672640,이미 사드 배치 운운하는 바람에 사실 중국에 투자한 업체들 주가가 떨어졌습니다.
464,인식결과,2,3673480,3679290,그리고 선제타격 뭐 이런 얘기 하니까 결국은 한반도에 또 다시
464,수정결과,B,3673480,3679290,그리고 선제타격 뭐 이런 얘기 하니까 결국은 한반도에 또 다시
465,인식결과,7,3679530,3680190,에
465,수정결과,G,3679530,3680190,에
466,인식결과,2,3680230,3685240,지정학적 리스크 코리아 디스카운트가 또 시작되는 그런 안타까움이 있는데요.
466,수정결과,B,3680230,3685240,지정학적 리스크 코리아 디스카운트가 또 시작되는 그런 안타까움이 있는데요.
467,인식결과,2,3685530,3693140,그건 정치권에서 잘 조정하고 또 그런 과격한 언사들을 자중하면 충분히 극복할 수 있을 거라고 생각합니다.
467,수정결과,B,3685530,3693140,그건 정치권에서 잘 조정하고 또 그런 과격한 언사들을 자중하면 충분히 극복할 수 있을 거라고 생각합니다.
468,인식결과,2,3693430,3696690,제가 우리 안철수 후보님께 이거 한번 여쭤보겠습니다.
468,수정결과,B,3693430,3696690,제가 우리 안철수 후보님께 이거 한번 여쭤보겠습니다.
469,인식결과,2,3697630,3703630,사드는 사실은 우리가 이미 한국형 사드라고 해서 lm이 개발이 되고 있어요. 2 3년
469,수정결과,B,3697630,3703630,사드는 사실은 우리가 이미 한국형 사드라고 해서 lm이 개발이 되고 있어요. 2 3년
470,인식결과,6,3703630,3706130,2입니다. 2까지 lsm은 아닙니다.
470,수정결과,F,3703630,3706130,2입니다. 2까지 lsm은 아닙니다.
471,인식결과,2,3706130,3714140,원도 있고 2도 있고 어쨌든 그 두 가지가 이미 원은 실전 배치가 이 삼 년이면 된다는 거고 에스엠 2도 이미
471,수정결과,B,3706130,3714140,원도 있고 2도 있고 어쨌든 그 두 가지가 이미 원은 실전 배치가 이 삼 년이면 된다는 거고 에스엠 2도 이미
472,인식결과,2,3714730,3723040,연구하고 있는 중이기 때문에 굳이 고고도 방어 체계를 하기 위해서 사드 사올 필요가 없다는 것이고요
472,수정결과,B,3714730,3723040,연구하고 있는 중이기 때문에 굳이 고고도 방어 체계를 하기 위해서 사드 사올 필요가 없다는 것이고요
473,인식결과,2,3723230,3733890,군사 안보적 효과가 매우 적다. 두 번째는 국내 방위산업에 심각한 피해를 끼친다 이런 지적인데 이 점에 대해서 우리 안 후보님 의견이 있으신 것 같습니다.
473,수정결과,B,3723230,3733890,군사 안보적 효과가 매우 적다. 두 번째는 국내 방위산업에 심각한 피해를 끼친다 이런 지적인데 이 점에 대해서 우리 안 후보님 의견이 있으신 것 같습니다.
474,인식결과,6,3734280,3745560,저는 우선순위가 필요하다고 봅니다. 지금 현재 우리나라 국방비 예산이 55조입니다. 그러니까 모든 걸 다 할 수는 없습니다. 그런데 그중에서 필요한 것이 수도권 방어죠
474,수정결과,F,3734280,3745560,저는 우선순위가 필요하다고 봅니다. 지금 현재 우리나라 국방비 예산이 55조입니다. 그러니까 모든 걸 다 할 수는 없습니다. 그런데 그중에서 필요한 것이 수도권 방어죠
475,인식결과,6,3745560,3754100,그런데 수도권 방어는 대부분이 이렇게 고고도 미사일로 날아오는 것이 아니라 방사정포라든지 또는
475,수정결과,F,3745560,3754100,그런데 수도권 방어는 대부분이 이렇게 고고도 미사일로 날아오는 것이 아니라 방사정포라든지 또는
476,인식결과,6,3754330,3760250,짧은 거리에 미사일로 이렇게 오고 있습니다. 그래서 거기에 대한 방어들은
476,수정결과,F,3754330,3760250,짧은 거리에 미사일로 이렇게 오고 있습니다. 그래서 거기에 대한 방어들은
477,인식결과,6,3760250,3765610,한국형 아이언돔을 지금 만들고 있습니다. 그걸로 해서 방사정 포드를 막고
477,수정결과,F,3760250,3765610,한국형 아이언돔을 지금 만들고 있습니다. 그걸로 해서 방사정 포드를 막고
478,인식결과,6,3765610,3776750,그다음에 또 단거리 미사일에 대해서는 우리가 지금 개발하고 있는 페트리엇이라든지 또는 천공2 천공 3 이런 것들을 다 막는 것들이 다 가능합니다.
478,수정결과,F,3765610,3776750,그다음에 또 단거리 미사일에 대해서는 우리가 지금 개발하고 있는 페트리엇이라든지 또는 천공2 천공 3 이런 것들을 다 막는 것들이 다 가능합니다.
479,인식결과,6,3777530,3791489,그리고 제가 아까 윤 후보께 물어봤습니다만 지금 시간이 그렇게 시간은 있으신데요. 다시 한 번 더 여쭙겠습니다. 지금 주한미군
479,수정결과,F,3777530,3791489,그리고 제가 아까 윤 후보께 물어봤습니다만 지금 시간이 그렇게 시간은 있으신데요. 다시 한 번 더 여쭙겠습니다. 지금 주한미군
480,인식결과,6,3791489,3798290,대안해합으로 만약에 뺀다고 했을 때 그러면 어떤 대처 방안이 있겠습니까
480,수정결과,F,3791489,3798290,대안해합으로 만약에 뺀다고 했을 때 그러면 어떤 대처 방안이 있겠습니까
481,인식결과,1,3798780,3802280,지금 답변하시겠습니까 아니면 심상정 후보 얘기만 듣고
481,수정결과,A,3798780,3802280,지금 답변하시겠습니까 아니면 심상정 후보 얘기만 듣고
482,인식결과,4,3802280,3803780,저는 아직 신청 안 했던
482,수정결과,D,3802280,3803780,저는 아직 신청 안 했던
483,인식결과,1,3803780,3805280,깜짝 안 하셨고요
483,수정결과,A,3803780,3805280,깜짝 안 하셨고요
484,인식결과,3,3805280,3810690,제가 한번 하시겠습니다. 제가 좀 여쭤보고 싶은 게 시작할까요.
484,수정결과,C,3805280,3810690,제가 한번 하시겠습니다. 제가 좀 여쭤보고 싶은 게 시작할까요.
485,인식결과,3,3812230,3823340,지금 우리 우크라이나 사태가 지금 원자재 에너지 가격이 폭등하고 금융 불안이 또 일어날 수 있고 국내 안보 위협이 지금 벌어지고 있는데
485,수정결과,C,3812230,3823340,지금 우리 우크라이나 사태가 지금 원자재 에너지 가격이 폭등하고 금융 불안이 또 일어날 수 있고 국내 안보 위협이 지금 벌어지고 있는데
486,인식결과,3,3823780,3826440,지금 우리 이재명 후보께서 이거
486,수정결과,C,3823780,3826440,지금 우리 이재명 후보께서 이거
487,인식결과,3,3826580,3835890,우크라이나 침공이 딱 터지니까 지구 반대편 먼 나라 일이고 우리하고는 무관한 일인데 이런 말씀을 처음에 하셨어요.
487,수정결과,C,3826580,3835890,우크라이나 침공이 딱 터지니까 지구 반대편 먼 나라 일이고 우리하고는 무관한 일인데 이런 말씀을 처음에 하셨어요.
488,인식결과,3,3835930,3845090,지금은 다른 얘기를 하시지만 대통령직에 도전하는 사람으로서 전혀 이런 안보에 대한 준비가 전혀 안 돼 있는 거 아닙니까
488,수정결과,C,3835930,3845090,지금은 다른 얘기를 하시지만 대통령직에 도전하는 사람으로서 전혀 이런 안보에 대한 준비가 전혀 안 돼 있는 거 아닙니까
489,인식결과,3,3845380,3846290,한 번 말씀해
489,수정결과,C,3845380,3846290,한 번 말씀해
490,인식결과,1,3846290,3849190,네 유성열 후보 시간 다 사용하셨습니다.
490,수정결과,A,3846290,3849190,네 유성열 후보 시간 다 사용하셨습니다.
491,인식결과,2,3849430,3850430,
491,수정결과,B,3849430,3850430,
492,인식결과,1,3850430,3851840,18초 남았습니다.
492,수정결과,A,3850430,3851840,18초 남았습니다.
493,인식결과,2,3851880,3856690,윤 후보님은 정말로 거짓말을 아주 자주 하시는 것 같습니다.
493,수정결과,B,3851880,3856690,윤 후보님은 정말로 거짓말을 아주 자주 하시는 것 같습니다.
494,인식결과,2,3856780,3865890,제가 드린 말씀은 먼 나라 일인데 우리나라의 주가가 떨어질 만큼 영향이 있다. 이렇게 말했습니다. 그 일부 떼어가서 그렇게 왜곡하지 마시고요
494,수정결과,B,3856780,3865890,제가 드린 말씀은 먼 나라 일인데 우리나라의 주가가 떨어질 만큼 영향이 있다. 이렇게 말했습니다. 그 일부 떼어가서 그렇게 왜곡하지 마시고요
495,인식결과,2,3866730,3871180,6개월 초보 정치인이 어떤 결과를 빚는지를
495,수정결과,B,3866730,3871180,6개월 초보 정치인이 어떤 결과를 빚는지를
496,인식결과,1,3871180,3880280,이재명 후보도 시간을 다 사용하셨습니다. 이제 심상정 후보와 안철수 후보만 시간이 남아 있는데 어느 분이 먼저 쓰시겠습니까 안철수 후보
496,수정결과,A,3871180,3880280,이재명 후보도 시간을 다 사용하셨습니다. 이제 심상정 후보와 안철수 후보만 시간이 남아 있는데 어느 분이 먼저 쓰시겠습니까 안철수 후보
497,인식결과,6,3880280,3891300,끝까지 지금 윤 후보께서 말씀을 안 하셔서 제가 그러는데요. 주한미군을 만약에 대만 해협으로 뺀다고 할 때 우리는 세 가지 원칙이 저는 꼭 필요하다고 봅니다.
497,수정결과,F,3880280,3891300,끝까지 지금 윤 후보께서 말씀을 안 하셔서 제가 그러는데요. 주한미군을 만약에 대만 해협으로 뺀다고 할 때 우리는 세 가지 원칙이 저는 꼭 필요하다고 봅니다.
498,인식결과,6,3891300,3900080,우선 첫 번째로는 그건 있어서는 안 되는 일입니다. 주한미군은 그대로 우리나라에 주둔하고 있어야만 됩니다.
498,수정결과,F,3891300,3900080,우선 첫 번째로는 그건 있어서는 안 되는 일입니다. 주한미군은 그대로 우리나라에 주둔하고 있어야만 됩니다.
499,인식결과,6,3900080,3914139,그 다음 또 두 번째로는 평화 수호의 원칙이죠. 한반도 및 한반도 주위에 평화를 유지하는 것들은 어떤 것들보다도 중요하다 그 다음 또 세 번째로는 만약의 사태에 대비해서 미리 사전 협의해서
499,수정결과,F,3900080,3914139,그 다음 또 두 번째로는 평화 수호의 원칙이죠. 한반도 및 한반도 주위에 평화를 유지하는 것들은 어떤 것들보다도 중요하다 그 다음 또 세 번째로는 만약의 사태에 대비해서 미리 사전 협의해서
500,인식결과,1,3914380,3919880,안철수 후보도 시간을 다 쓰셨습니다. 이제 심상정 후보만 시간이 남아 있습니다.
500,수정결과,A,3914380,3919880,안철수 후보도 시간을 다 쓰셨습니다. 이제 심상정 후보만 시간이 남아 있습니다.
501,인식결과,4,3919880,3923740,우리 장병들 코로나 때문에 휴가도 못 나와서 참 힘들어합니다.
501,수정결과,D,3919880,3923740,우리 장병들 코로나 때문에 휴가도 못 나와서 참 힘들어합니다.
502,인식결과,4,3923929,3933030,제가 병사 월급 인상 제일 먼저 이야기했는데 우리 후보님들 다 같이 해 주셨듯이 장병들 코로나 대책도 같이 했으면 좋겠습니다. 먼저 저는
502,수정결과,D,3923929,3933030,제가 병사 월급 인상 제일 먼저 이야기했는데 우리 후보님들 다 같이 해 주셨듯이 장병들 코로나 대책도 같이 했으면 좋겠습니다. 먼저 저는
503,인식결과,4,3933030,3941570,국가 안보에 꼭 필요한 경계 근무나 훈련을 제외하고는 휴대폰 사용을 전면 자유화해줘야 한다고 생각합니다. 그리고
503,수정결과,D,3933030,3941570,국가 안보에 꼭 필요한 경계 근무나 훈련을 제외하고는 휴대폰 사용을 전면 자유화해줘야 한다고 생각합니다. 그리고
504,인식결과,4,3941570,3951590,병영 숙소를 칸막이형 침대형으로 교체를 해서 최소한의 사생활과 또 휴식권을 보장해 줘야 한다고 생각하고요 부실급식 추방하고
504,수정결과,D,3941570,3951590,병영 숙소를 칸막이형 침대형으로 교체를 해서 최소한의 사생활과 또 휴식권을 보장해 줘야 한다고 생각하고요 부실급식 추방하고
505,인식결과,4,3951590,3958050,장병들과 간부들의 차이 차별도 선진국처럼 해소해야 한다고 생각합니다.
505,수정결과,D,3951590,3958050,장병들과 간부들의 차이 차별도 선진국처럼 해소해야 한다고 생각합니다.
506,인식결과,4,3958080,3963830,그리고 이런 인권과 병역
506,수정결과,D,3958080,3963830,그리고 이런 인권과 병역
507,인식결과,1,3963830,3967540,네 후보 모두 주어진 발언 시간을 전부 사용하셨습니다.
507,수정결과,A,3963830,3967540,네 후보 모두 주어진 발언 시간을 전부 사용하셨습니다.
508,인식결과,1,3967679,3974939,여러분께서는 지금 중앙선거방송토론위원회가 주관하는 제20대 대통령 선거 후보자 토론회를 시청하고 계십니다.
508,수정결과,A,3967679,3974939,여러분께서는 지금 중앙선거방송토론위원회가 주관하는 제20대 대통령 선거 후보자 토론회를 시청하고 계십니다.
509,인식결과,1,3974939,3982840,이번에는 정치 분야에 대한 각 후보들의 공약과 정책 등을 구체적으로 검증하기 위해서 주도권 토론 방식으로 진행해 보겠습니다.
509,수정결과,A,3974939,3982840,이번에는 정치 분야에 대한 각 후보들의 공약과 정책 등을 구체적으로 검증하기 위해서 주도권 토론 방식으로 진행해 보겠습니다.
510,인식결과,1,3982880,3986890,네 분께 모두 분씩 각각 9분씩 주도권 시간을 드리는데요.
510,수정결과,A,3982880,3986890,네 분께 모두 분씩 각각 9분씩 주도권 시간을 드리는데요.
511,인식결과,1,3987080,3998890,두 가지 규칙을 꼭 지켜주셔야 합니다. 주도권을 가진 후보는 반드시 두 명 이상에게 질문하셔야 하고요 그리고 상대 후보자의 답변 시간은 최소 30초를 보장해 주셔야 합니다.
511,수정결과,A,3987080,3998890,두 가지 규칙을 꼭 지켜주셔야 합니다. 주도권을 가진 후보는 반드시 두 명 이상에게 질문하셔야 하고요 그리고 상대 후보자의 답변 시간은 최소 30초를 보장해 주셔야 합니다.
512,인식결과,1,3999330,4005440,30초가 지난 후에는 주도권을 가진 분께서 상대 후보자의 발언을 제재할 수 있습니다.
512,수정결과,A,3999330,4005440,30초가 지난 후에는 주도권을 가진 분께서 상대 후보자의 발언을 제재할 수 있습니다.
513,인식결과,1,4005530,4011590,규칙대로 진행되지 않거나 규제에서 많이 벗어날 경우에는 사회자가 개입할 수 있다는 점도 알려드립니다.
513,수정결과,A,4005530,4011590,규칙대로 진행되지 않거나 규제에서 많이 벗어날 경우에는 사회자가 개입할 수 있다는 점도 알려드립니다.
514,인식결과,1,4011930,4017140,또한 규칙을 어긴 경우에 위반 사실을 국민들이 전부 알 수 있도록
514,수정결과,A,4011930,4017140,또한 규칙을 어긴 경우에 위반 사실을 국민들이 전부 알 수 있도록
515,인식결과,1,4017330,4022890,여기서 고지해 드릴 예정이니까요. 후보들께서 꼭 규칙을 지켜주시기 바랍니다.
515,수정결과,A,4017330,4022890,여기서 고지해 드릴 예정이니까요. 후보들께서 꼭 규칙을 지켜주시기 바랍니다.
516,인식결과,1,4022930,4028040,그럼 정치 분야 주도권 토론 시작하겠습니다. 주도권 토론은 윤석열 후보가 시작하시겠습니다.
516,수정결과,A,4022930,4028040,그럼 정치 분야 주도권 토론 시작하겠습니다. 주도권 토론은 윤석열 후보가 시작하시겠습니다.
517,인식결과,3,4029380,4038990,이재명 후보께서 석사학위 논문으로 지방정치 부정부패 극복 방안에 관한 연구를 쓰셨습니다.
517,수정결과,C,4029380,4038990,이재명 후보께서 석사학위 논문으로 지방정치 부정부패 극복 방안에 관한 연구를 쓰셨습니다.
518,인식결과,3,4039030,4044190,또 지난 토론회 때는 이게 판매를 들고 나오셔서 그분이
518,수정결과,C,4039030,4044190,또 지난 토론회 때는 이게 판매를 들고 나오셔서 그분이
519,인식결과,3,4044830,4058409,대장동에 그 김만배가 지칭하는 그분이 자신이 아니라 어떤 실명을 거론하면서 현직 대법관을 얘기를 하셨는데 나중에 알고 보니까
519,수정결과,C,4044830,4058409,대장동에 그 김만배가 지칭하는 그분이 자신이 아니라 어떤 실명을 거론하면서 현직 대법관을 얘기를 하셨는데 나중에 알고 보니까
520,인식결과,3,4058409,4068890,아파트 집을 사들인 그분하고 천하동인 1호 소유의 반은 그분 거라고 하는 것은 다른데 이거를 이제 거의 섞어가지고
520,수정결과,C,4058409,4068890,아파트 집을 사들인 그분하고 천하동인 1호 소유의 반은 그분 거라고 하는 것은 다른데 이거를 이제 거의 섞어가지고
521,인식결과,3,4069080,4079040,이게 현직 대법관이니까 나는 아니니 나를 몸통이라고 주장을 한 윤석열 후보는 사과하라 이렇게 말씀을 하셨는데
521,수정결과,C,4069080,4079040,이게 현직 대법관이니까 나는 아니니 나를 몸통이라고 주장을 한 윤석열 후보는 사과하라 이렇게 말씀을 하셨는데
522,인식결과,3,4079730,4082840,어제 그제
522,수정결과,C,4079730,4082840,어제 그제
523,인식결과,3,4083380,4093740,현직 대법관께서 이제 인터뷰도 하시고 그리고 이게 내용이 완전히 다른 거라 사실은 이제 이런 주장이 완전히 지금 허위로 다 드러났고요
523,수정결과,C,4083380,4093740,현직 대법관께서 이제 인터뷰도 하시고 그리고 이게 내용이 완전히 다른 거라 사실은 이제 이런 주장이 완전히 지금 허위로 다 드러났고요
524,인식결과,3,4094430,4105490,그리고 또 제가 그날도 그 녹취록 판날에 적혀 있는 녹취록 뒤에 보면 이재명 게이트라는 말을 김만배가 한다고 하니까
524,수정결과,C,4094430,4105490,그리고 또 제가 그날도 그 녹취록 판날에 적혀 있는 녹취록 뒤에 보면 이재명 게이트라는 말을 김만배가 한다고 하니까
525,인식결과,3,4105729,4116490,그거 사실하고 다르다 그거 사실 아니면 후보 사퇴하겠느냐까지 하셨는데 그게 사실로 다 드러났습니다. 그리고
525,수정결과,C,4105729,4116490,그거 사실하고 다르다 그거 사실 아니면 후보 사퇴하겠느냐까지 하셨는데 그게 사실로 다 드러났습니다. 그리고
526,인식결과,3,4118029,4123189,또 금년 2월 중순경에
526,수정결과,C,4118029,4123189,또 금년 2월 중순경에
527,인식결과,3,4123529,4132509,제2경인고속도로 분당 출구 부분의 배수구에서 대정동 관련 문건 버려진 게 이게 발견이 됐는데
527,수정결과,C,4123529,4132509,제2경인고속도로 분당 출구 부분의 배수구에서 대정동 관련 문건 버려진 게 이게 발견이 됐는데
528,인식결과,3,4132509,4141540,오늘 언론에서 제가 봤습니다마는 여기 보면 도시개발공사의
528,수정결과,C,4132509,4141540,오늘 언론에서 제가 봤습니다마는 여기 보면 도시개발공사의
529,인식결과,3,4142379,4149540,정민용 변호사라고 이분이 기획본부에 있던 그분인데
529,수정결과,C,4142379,4149540,정민용 변호사라고 이분이 기획본부에 있던 그분인데
530,인식결과,3,4149540,4158040,우리 이재명 후보하고 독대해서 결제 받았다는 이런 식의 서류 결제 내용들 이런 게 다 지금 발견이 됐습니다.
530,수정결과,C,4149540,4158040,우리 이재명 후보하고 독대해서 결제 받았다는 이런 식의 서류 결제 내용들 이런 게 다 지금 발견이 됐습니다.
531,인식결과,3,4158479,4167080,그리고 이런 거 보면 다른 자료들도 다 보고받고 결제를 했는데
531,수정결과,C,4158479,4167080,그리고 이런 거 보면 다른 자료들도 다 보고받고 결제를 했는데
532,인식결과,3,4167080,4177500,국회에서 물어보면 자료 공개를 또 거부를 하고 있어요. 그래서 이런 걸 종합해서 보면
532,수정결과,C,4167080,4177500,국회에서 물어보면 자료 공개를 또 거부를 하고 있어요. 그래서 이런 걸 종합해서 보면
533,인식결과,3,4177880,4178689,이게
533,수정결과,C,4177880,4178689,이게
534,인식결과,3,4179130,4188189,계속 이렇게 거짓말 거짓말 얘기를 많이 하시는데 지금 그동안 하신 얘기들이 전부 이 사실하고 다른 거 아니겠습니까
534,수정결과,C,4179130,4188189,계속 이렇게 거짓말 거짓말 얘기를 많이 하시는데 지금 그동안 하신 얘기들이 전부 이 사실하고 다른 거 아니겠습니까
535,인식결과,1,4188880,4191640,질문하신 건가요 30초 보장받도록겠습니다.
535,수정결과,A,4188880,4191640,질문하신 건가요 30초 보장받도록겠습니다.
536,인식결과,2,4192380,4201190,정말 윤 후보님 정말 문제십니다. 그들에게 도움을 준 것도 윤 후보님이죠. 저축은행 비리 수사 봐줬지 않습니까
536,수정결과,B,4192380,4201190,정말 윤 후보님 정말 문제십니다. 그들에게 도움을 준 것도 윤 후보님이죠. 저축은행 비리 수사 봐줬지 않습니까
537,인식결과,2,4201730,4206140,그들한테 이익 본 것도 윤 후보죠 그 녹취록이 맞다면
537,수정결과,B,4201730,4206140,그들한테 이익 본 것도 윤 후보죠 그 녹취록이 맞다면
538,인식결과,2,4206430,4216470,거기 본인이 죄를 많이 지어서 구속돼서 바로 죽을 사람이라고 돼 있어요. 그러니까 더 책임이 크다. 이 말입니다. 그리고 이재명 게이트라는 말은
538,수정결과,B,4206430,4216470,거기 본인이 죄를 많이 지어서 구속돼서 바로 죽을 사람이라고 돼 있어요. 그러니까 더 책임이 크다. 이 말입니다. 그리고 이재명 게이트라는 말은
539,인식결과,2,4216470,4222149,한참 전에 나온 얘기예요. 이 사건 터지기도 전에 제가 말씀 하겠습니다. 독대했다. 이런 거짓말하지 마세요.
539,수정결과,B,4216470,4222149,한참 전에 나온 얘기예요. 이 사건 터지기도 전에 제가 말씀 하겠습니다. 독대했다. 이런 거짓말하지 마세요.
540,인식결과,1,4222140,4223640,네 30초 됐습니다.
540,수정결과,A,4222140,4223640,네 30초 됐습니다.
541,인식결과,3,4223640,4236390,거기 윤석열 죽을 거다라고 하는 얘기는 벌써 다 나온 거 보면 제가 중앙지검장 때 법관에 대해서 많이 수사하고 기소해서
541,수정결과,C,4223640,4236390,거기 윤석열 죽을 거다라고 하는 얘기는 벌써 다 나온 거 보면 제가 중앙지검장 때 법관에 대해서 많이 수사하고 기소해서
542,인식결과,3,4236530,4242030,나중에 보복 당할지 모른다는 그런 얘기인 것이 이미 다 언론에 다 드러났고요
542,수정결과,C,4236530,4242030,나중에 보복 당할지 모른다는 그런 얘기인 것이 이미 다 언론에 다 드러났고요
543,인식결과,2,4242030,4244830,카드는 뭔 얘기 잠깐만 있어보세요.
543,수정결과,B,4242030,4244830,카드는 뭔 얘기 잠깐만 있어보세요.
544,인식결과,3,4244830,4253940,그리고 제가 몸통이라고 하는데 제가 몸통이면 제가 뭐 성남시장을 했습니까 뭐 경기지사를 했습니까 아니면 제가
544,수정결과,C,4244830,4253940,그리고 제가 몸통이라고 하는데 제가 몸통이면 제가 뭐 성남시장을 했습니까 뭐 경기지사를 했습니까 아니면 제가
545,인식결과,3,4254129,4261410,관용 카드로 제가 뭐 초밥을 먹었습니까 어디 엉뚱한 데다가 마치 이완용이
545,수정결과,C,4254129,4261410,관용 카드로 제가 뭐 초밥을 먹었습니까 어디 엉뚱한 데다가 마치 이완용이
546,인식결과,3,4261410,4275390,어 안중근에게 그 나라 팔아먹은 사람이라고 하는 얘기랑 똑같은 거지 제가 대구고검으로 좌천 가서 앉아 있는데 어떻게 몸통이 된다는 얘깁니까 좀 상식적으로 말이 되는 말씀을 하셔야죠
546,수정결과,C,4261410,4275390,어 안중근에게 그 나라 팔아먹은 사람이라고 하는 얘기랑 똑같은 거지 제가 대구고검으로 좌천 가서 앉아 있는데 어떻게 몸통이 된다는 얘깁니까 좀 상식적으로 말이 되는 말씀을 하셔야죠
547,인식결과,2,4275390,4282390,그러면 부산저축은행 일반 대출인데 다른 건 기소하면서 왜 대장동 대출만 봐줬습니까
547,수정결과,B,4275390,4282390,그러면 부산저축은행 일반 대출인데 다른 건 기소하면서 왜 대장동 대출만 봐줬습니까
548,인식결과,3,4282390,4288890,아니 부산저축은행은 spc 대출로 배임 혐의가 되는 부분만 기소를 한 겁니다.
548,수정결과,C,4282390,4288890,아니 부산저축은행은 spc 대출로 배임 혐의가 되는 부분만 기소를 한 겁니다.
549,인식결과,2,4288890,4291390,일반 대출도 2건 기소하셨다니까요.
549,수정결과,B,4288890,4291390,일반 대출도 2건 기소하셨다니까요.
550,인식결과,3,4291390,4292890,대출 누가 기소합니까
550,수정결과,C,4291390,4292890,대출 누가 기소합니까
551,인식결과,2,4292890,4296890,아니 언론에 다 나온 얘기를 어떻게 부인한다고 됩니까 그러면 한번 팩트 체크하고 아니면
551,수정결과,B,4292890,4296890,아니 언론에 다 나온 얘기를 어떻게 부인한다고 됩니까 그러면 한번 팩트 체크하고 아니면
552,인식결과,3,4296890,4303840,부산저축은행에서는 벌써 80여 명 이상 기소를 하고 56명을 구속 기소를 한
552,수정결과,C,4296890,4303840,부산저축은행에서는 벌써 80여 명 이상 기소를 하고 56명을 구속 기소를 한
553,인식결과,2,4303840,4312840,그런데 그중에서 왜 대장동 1150억원 불법 대출을 알면서도 기소 안 하고 봐줬느냐 말이죠. 나중에 2016년인가에 결국은 다 구속되서
553,수정결과,B,4303840,4312840,그런데 그중에서 왜 대장동 1150억원 불법 대출을 알면서도 기소 안 하고 봐줬느냐 말이죠. 나중에 2016년인가에 결국은 다 구속되서
554,인식결과,3,4312840,4319840,불법 대출이 아니라 뭐 무슨 그 사람이 어디 가서 커미션 받아먹은 걸 또 기소를 안 했다면서 왜 또
554,수정결과,C,4312840,4319840,불법 대출이 아니라 뭐 무슨 그 사람이 어디 가서 커미션 받아먹은 걸 또 기소를 안 했다면서 왜 또
555,인식결과,2,4319840,4322840,조은영한테 커피는 왜 사주셨어요. 왜 타주셨어요.
555,수정결과,B,4319840,4322840,조은영한테 커피는 왜 사주셨어요. 왜 타주셨어요.
556,인식결과,3,4322840,4324840,그 사람 본 적이 없습니다. 아니
556,수정결과,C,4322840,4324840,그 사람 본 적이 없습니다. 아니
557,인식결과,2,4324840,4325840,
557,수정결과,B,4324840,4325840,
558,인식결과,3,4325840,4327840,갖다 붙이려고 10년 전 것까지
558,수정결과,C,4325840,4327840,갖다 붙이려고 10년 전 것까지
559,인식결과,2,4327840,4329840,3부 토고는 왜 봐주셨어요.
559,수정결과,B,4327840,4329840,3부 토고는 왜 봐주셨어요.
560,인식결과,3,4329840,4333190,내가 질문을 하겠습니다. 이따가 물어보세요.
560,수정결과,C,4329840,4333190,내가 질문을 하겠습니다. 이따가 물어보세요.
561,인식결과,1,4335430,4340840,윤 후보님 일단 한 분께 더 질문을 해 주시는 게 좋습니다. 알겠습니다.
561,수정결과,A,4335430,4340840,윤 후보님 일단 한 분께 더 질문을 해 주시는 게 좋습니다. 알겠습니다.
562,인식결과,3,4340930,4343190,한두 개만 더 물어보고
562,수정결과,C,4340930,4343190,한두 개만 더 물어보고
563,인식결과,3,4344180,4354390,지금 또 녹취록이 하나 발견된 거 보면 2014년 6월 29일 밤 이제 우리 후보님이 재선하고 난 겁니다. 성남시장
563,수정결과,C,4344180,4354390,지금 또 녹취록이 하나 발견된 거 보면 2014년 6월 29일 밤 이제 우리 후보님이 재선하고 난 겁니다. 성남시장
564,인식결과,3,4354479,4366759,여기 보면 김만배 정진상 김용 유동규가 모여서 도원결의 의형제를 맺습니다. 그리고 김만배가 정진상 김용에게
564,수정결과,C,4354479,4366759,여기 보면 김만배 정진상 김용 유동규가 모여서 도원결의 의형제를 맺습니다. 그리고 김만배가 정진상 김용에게
